frame,class,x1,y1,x2,y2,confidence
24,person,736,345,1057,712,0.5559861063957214
25,person,739,346,1057,712,0.4987436532974243
25,person,1236,550,1279,717,0.32411128282546997
26,person,738,343,1058,712,0.45531874895095825
27,person,736,348,1059,711,0.4149579107761383
28,person,734,333,1059,711,0.41052868962287903
29,person,732,333,1059,711,0.3883623480796814
30,person,734,336,1059,711,0.43505528569221497
31,person,733,337,1060,711,0.41701918840408325
32,person,734,333,1060,713,0.4454762935638428
33,person,736,331,1060,713,0.48145267367362976
34,person,737,334,1060,713,0.4886687994003296
35,person,741,331,1060,714,0.4446050524711609
36,person,738,333,1062,713,0.3920821249485016
37,person,738,331,1063,712,0.3469182550907135
43,person,738,350,1063,712,0.3302891254425049
48,person,97,351,563,709,0.3051280379295349
105,person,456,470,548,606,0.8720254302024841
105,person,333,108,356,178,0.3844175338745117
106,person,456,470,547,606,0.8718487024307251
106,person,333,108,356,178,0.3784828782081604
107,person,456,470,548,606,0.8721834421157837
107,person,333,109,356,178,0.3864724040031433
107,person,920,113,942,177,0.255201131105423
108,person,456,470,549,606,0.8756688237190247
108,person,333,109,356,178,0.37019193172454834
108,person,921,113,943,177,0.318229079246521
108,person,475,130,507,187,0.2591225504875183
109,person,456,470,549,606,0.8768385052680969
109,person,333,109,356,178,0.3762624263763428
109,person,921,113,943,177,0.321166068315506
109,person,475,130,507,187,0.26604458689689636
110,person,456,469,549,606,0.8799753785133362
110,person,333,105,355,178,0.3728243112564087
110,person,921,113,943,177,0.3589792251586914
110,person,244,212,279,277,0.26806026697158813
111,person,456,469,549,606,0.8790669441223145
111,person,333,105,355,178,0.37038296461105347
111,person,921,114,943,177,0.3514849841594696
111,person,244,212,279,277,0.2703096270561218
112,person,456,469,550,606,0.8772367238998413
112,person,333,104,355,178,0.37066343426704407
112,person,921,114,942,177,0.35153505206108093
112,person,244,212,279,277,0.27345624566078186
113,person,456,468,550,606,0.8778440952301025
113,person,333,105,355,178,0.37479692697525024
113,person,921,114,942,177,0.3661796748638153
113,person,244,212,279,277,0.2693919837474823
114,person,456,468,550,606,0.8794906139373779
114,person,333,105,355,178,0.37980228662490845
114,person,921,113,942,177,0.36572468280792236
114,person,244,212,279,277,0.2705059349536896
115,person,456,468,550,606,0.8797205686569214
115,person,333,105,355,178,0.39122965931892395
115,person,921,113,942,177,0.36895620822906494
115,person,244,212,279,277,0.27108100056648254
116,person,456,468,550,606,0.8783890008926392
116,person,921,113,942,177,0.37744125723838806
116,person,333,105,355,178,0.3749758303165436
116,person,244,212,279,277,0.26874130964279175
117,person,456,468,551,606,0.8788869976997375
117,person,921,113,942,177,0.3819632828235626
117,person,333,105,355,178,0.37103885412216187
117,person,244,212,279,277,0.2710597813129425
118,person,456,468,551,606,0.8789429664611816
118,person,921,113,942,177,0.38026732206344604
118,person,333,104,355,178,0.37130123376846313
118,person,244,212,279,277,0.2735912501811981
119,person,456,468,551,606,0.8794205784797668
119,person,921,113,942,177,0.38363054394721985
119,person,333,104,355,178,0.3724241554737091
119,person,245,212,278,277,0.27131032943725586
120,person,456,468,550,606,0.8777419328689575
120,person,921,113,942,177,0.38493943214416504
120,person,333,104,355,178,0.36924466490745544
120,person,244,212,279,277,0.2671244144439697
121,person,456,468,550,606,0.8776379227638245
121,person,921,113,942,177,0.3933783173561096
121,person,333,104,355,178,0.36948496103286743
121,person,244,212,279,277,0.2658733129501343
122,person,456,468,550,606,0.8773744702339172
122,person,921,113,942,177,0.39162278175354004
122,person,333,104,355,178,0.3645779490470886
122,person,244,212,279,278,0.2638527452945709
123,person,456,467,550,606,0.8763856887817383
123,person,921,113,942,177,0.388112872838974
123,person,333,104,355,178,0.3635898232460022
123,person,244,212,279,278,0.2658800780773163
124,person,456,467,551,606,0.8788089752197266
124,person,921,113,942,177,0.37401869893074036
124,person,333,104,355,178,0.35317546129226685
124,person,244,212,279,279,0.2518872320652008
125,person,456,467,550,606,0.881232738494873
125,person,333,105,355,178,0.35939323902130127
125,person,921,113,942,177,0.3587505519390106
125,person,244,212,279,279,0.260971337556839
126,person,456,467,551,606,0.8817375898361206
126,person,921,113,942,177,0.35817962884902954
126,person,333,105,355,178,0.35566404461860657
127,person,456,468,551,606,0.8815693855285645
127,person,333,106,355,178,0.3928992450237274
127,person,921,113,942,177,0.3745417594909668
128,person,456,468,551,606,0.8819154500961304
128,person,921,113,942,177,0.37873801589012146
128,person,333,105,355,178,0.3780064582824707
129,person,456,468,551,606,0.8820720911026001
129,person,333,105,355,178,0.37771788239479065
129,person,921,113,942,177,0.37355247139930725
130,person,456,468,551,606,0.8823909163475037
130,person,921,113,942,177,0.37140965461730957
130,person,333,105,355,177,0.36754095554351807
131,person,456,468,551,606,0.881750762462616
131,person,921,113,942,177,0.3929906189441681
131,person,333,105,355,177,0.37590065598487854
132,person,456,468,551,606,0.8811665773391724
132,person,333,105,355,177,0.38326743245124817
132,person,921,113,942,177,0.3805065453052521
133,person,456,468,551,606,0.8807215690612793
133,person,333,105,355,177,0.3942364454269409
133,person,921,113,942,177,0.38500043749809265
134,person,456,468,551,606,0.8808491230010986
134,person,334,105,355,178,0.4066697657108307
134,person,921,114,942,177,0.35596928000450134
134,person,245,212,279,279,0.2633814513683319
135,person,456,468,551,606,0.8825016617774963
135,person,333,105,355,177,0.41176727414131165
135,person,921,114,942,177,0.367692232131958
135,person,245,212,279,280,0.2579563856124878
136,person,455,468,551,606,0.8820216655731201
136,person,333,106,355,177,0.41661709547042847
136,person,921,114,942,177,0.3867866098880768
136,person,245,212,279,280,0.259721577167511
137,person,455,468,551,606,0.8800686001777649
137,person,333,106,355,177,0.4205178916454315
137,person,921,114,942,177,0.40376585721969604
137,person,245,212,279,280,0.2635307013988495
138,person,455,468,551,606,0.8790006041526794
138,person,333,105,355,177,0.4219679534435272
138,person,921,114,942,177,0.3775458037853241
138,person,245,212,279,280,0.26525449752807617
139,person,455,468,551,606,0.8785477876663208
139,person,333,105,355,177,0.422248899936676
139,person,921,114,942,177,0.37609028816223145
139,person,245,212,279,280,0.2663869559764862
140,person,455,468,551,606,0.8782106041908264
140,person,333,106,355,177,0.4267776310443878
140,person,921,114,942,177,0.3693450391292572
140,person,245,212,279,281,0.2766384482383728
141,person,455,468,550,606,0.8788241744041443
141,person,333,105,355,177,0.42803138494491577
141,person,921,114,942,177,0.37238809466362
141,person,245,212,279,281,0.2769528031349182
142,person,455,468,550,606,0.8781285881996155
142,person,333,105,355,177,0.4303589463233948
142,person,921,114,942,177,0.37951013445854187
142,person,245,212,279,280,0.2767224609851837
143,person,455,469,550,606,0.8789224624633789
143,person,333,105,355,177,0.43171507120132446
143,person,921,114,942,177,0.3806770145893097
143,person,245,212,279,280,0.2775641679763794
144,person,455,469,549,606,0.8764777183532715
144,person,333,105,355,177,0.4328767657279968
144,person,921,114,942,177,0.37896883487701416
144,person,245,212,279,280,0.27790576219558716
145,person,455,469,549,606,0.8711797595024109
145,person,333,105,355,177,0.43398401141166687
145,person,921,114,942,177,0.3708995580673218
145,person,245,212,279,280,0.276628702878952
146,person,455,469,549,606,0.8676213026046753
146,person,333,105,355,177,0.43284738063812256
146,person,921,114,942,177,0.3697808086872101
146,person,245,212,279,280,0.27752283215522766
147,person,455,469,548,606,0.8607267737388611
147,person,333,105,355,177,0.4292362928390503
147,person,921,114,942,177,0.36848700046539307
147,person,245,213,279,280,0.26846781373023987
148,person,455,469,548,606,0.85935378074646
148,person,333,105,355,177,0.4262431859970093
148,person,921,114,942,177,0.4032652676105499
148,person,245,212,279,280,0.2629571557044983
149,person,455,469,548,606,0.8558899164199829
149,person,333,105,355,177,0.4241560101509094
149,person,921,114,942,177,0.41535449028015137
149,person,245,212,279,281,0.2704194486141205
149,person,475,132,508,187,0.2602803111076355
150,person,454,469,547,606,0.8504392504692078
150,person,333,105,355,177,0.41538363695144653
150,person,921,114,942,177,0.41407737135887146
150,person,245,213,279,281,0.26419970393180847
151,person,455,469,547,606,0.8439699411392212
151,person,333,105,355,177,0.41674837470054626
151,person,921,114,942,177,0.4105890095233917
151,person,245,213,279,281,0.2655998468399048
152,person,455,469,546,606,0.8424239158630371
152,person,333,105,355,177,0.41034239530563354
152,person,921,114,942,177,0.40658238530158997
152,person,245,213,279,281,0.2575061619281769
153,person,455,469,546,606,0.8436217904090881
153,person,921,115,942,178,0.42761555314064026
153,person,333,106,355,177,0.40495628118515015
153,person,244,213,280,282,0.25725317001342773
154,person,455,469,543,606,0.8309082388877869
154,person,921,115,942,178,0.4302959442138672
154,person,333,106,355,177,0.40836095809936523
154,person,244,213,279,282,0.25105273723602295
155,person,455,470,540,606,0.828493595123291
155,person,921,115,942,177,0.41550347208976746
155,person,333,105,355,177,0.36226773262023926
156,person,455,470,538,606,0.8242968916893005
156,person,921,115,942,177,0.4206644594669342
156,person,333,105,355,177,0.35639292001724243
157,person,455,470,537,606,0.8240447044372559
157,person,921,115,942,177,0.40186813473701477
157,person,333,105,355,177,0.35978570580482483
157,person,243,213,280,282,0.25222665071487427
158,person,455,470,538,606,0.828998863697052
158,person,921,115,942,177,0.40122509002685547
158,person,333,105,355,177,0.37439295649528503
159,person,455,470,539,606,0.8325013518333435
159,person,921,114,942,177,0.4070341885089874
159,person,333,105,355,177,0.37102770805358887
160,person,456,470,540,606,0.8367223143577576
160,person,921,115,942,177,0.42029866576194763
160,person,333,105,355,177,0.36850664019584656
161,person,456,470,539,606,0.8388387560844421
161,person,921,115,942,177,0.42220836877822876
161,person,333,105,355,177,0.35894525051116943
162,person,456,470,538,606,0.8330098390579224
162,person,921,115,942,177,0.42007654905319214
162,person,333,105,355,177,0.35530543327331543
163,person,456,470,538,607,0.8303840160369873
163,person,921,115,942,177,0.42341840267181396
163,person,333,105,355,177,0.3619139492511749
163,person,244,215,290,349,0.25173982977867126
164,person,455,470,538,607,0.8217774629592896
164,person,921,115,942,177,0.4155963659286499
164,person,333,105,355,177,0.3575100898742676
164,person,244,215,290,349,0.2582094669342041
165,person,455,470,537,607,0.8019070029258728
165,person,921,115,942,177,0.40126436948776245
165,person,333,105,355,177,0.34963563084602356
165,person,245,214,289,349,0.2616749405860901
165,person,244,215,280,282,0.25382769107818604
166,person,455,470,537,608,0.8124780654907227
166,person,921,115,942,177,0.4026731550693512
166,person,333,105,355,177,0.34624212980270386
166,person,245,214,289,348,0.25537610054016113
166,person,244,215,280,282,0.2509906589984894
167,person,454,470,537,608,0.8127259612083435
167,person,921,116,942,177,0.402245432138443
167,person,333,105,355,177,0.34307143092155457
167,person,245,214,289,348,0.25067728757858276
168,person,454,470,537,608,0.8170344829559326
168,person,921,115,942,177,0.39937472343444824
168,person,333,105,355,177,0.3474939167499542
168,person,244,214,290,349,0.263962060213089
168,person,244,215,280,282,0.2508840560913086
169,person,454,469,534,608,0.805436909198761
169,person,921,115,942,177,0.400783896446228
169,person,333,105,355,177,0.34525129199028015
169,person,244,214,290,349,0.2625363767147064
169,person,244,215,281,282,0.2565067708492279
170,person,454,469,530,608,0.806054413318634
170,person,921,115,942,177,0.40136489272117615
170,person,333,105,355,177,0.34593871235847473
170,person,244,214,290,349,0.26618120074272156
170,person,244,214,281,282,0.2639722228050232
171,person,454,469,529,608,0.8016288876533508
171,person,921,116,942,177,0.3936969041824341
171,person,333,105,355,177,0.3490189015865326
171,person,244,214,290,349,0.2667231261730194
171,person,244,214,281,282,0.2658284902572632
172,person,454,469,529,608,0.8125751614570618
172,person,921,116,942,177,0.3873642086982727
172,person,333,105,355,177,0.35070574283599854
172,person,244,214,281,282,0.26652777194976807
172,person,244,214,290,349,0.26151415705680847
173,person,454,469,528,608,0.8213086724281311
173,person,921,116,942,177,0.38924288749694824
173,person,333,105,355,177,0.35048383474349976
173,person,244,214,281,282,0.26088738441467285
173,person,244,214,289,349,0.2531048059463501
174,person,454,470,527,608,0.8224797248840332
174,person,921,116,942,177,0.390201210975647
174,person,333,105,355,177,0.35423997044563293
174,person,244,214,281,282,0.2621921896934509
174,person,244,214,289,349,0.25429248809814453
175,person,454,470,527,608,0.8192163705825806
175,person,921,116,942,177,0.38698503375053406
175,person,333,105,355,177,0.3547516167163849
175,person,244,214,281,282,0.26271894574165344
175,person,244,214,290,349,0.25558438897132874
176,person,454,470,527,608,0.8214400410652161
176,person,921,116,942,177,0.38972049951553345
176,person,333,105,355,177,0.35836946964263916
176,person,244,214,281,282,0.2651415765285492
176,person,244,214,290,349,0.255973756313324
177,person,454,470,526,608,0.8253892660140991
177,person,921,116,942,177,0.39514070749282837
177,person,333,105,355,177,0.3602451980113983
177,person,244,214,281,281,0.2669273018836975
177,person,244,214,289,349,0.25461098551750183
178,person,454,471,525,609,0.8296717405319214
178,person,921,116,942,177,0.3940034508705139
178,person,333,105,355,177,0.3611510992050171
178,person,244,214,281,281,0.2664276957511902
178,person,244,214,289,349,0.25514039397239685
179,person,454,471,524,609,0.8305774331092834
179,person,921,116,942,177,0.39530646800994873
179,person,333,105,355,177,0.35753557085990906
179,person,244,214,281,281,0.2656259834766388
179,person,244,214,290,349,0.25673186779022217
180,person,454,471,524,609,0.8318721652030945
180,person,921,116,942,177,0.3910040557384491
180,person,333,105,355,177,0.35338082909584045
180,person,244,214,281,281,0.2650034725666046
180,person,244,214,289,349,0.2539449632167816
181,person,454,471,526,609,0.8404589891433716
181,person,921,116,942,177,0.3976958692073822
181,person,333,105,355,177,0.35149699449539185
181,person,244,214,281,281,0.26603853702545166
181,person,244,214,289,349,0.2520652711391449
182,person,454,470,526,609,0.8389554619789124
182,person,921,116,942,177,0.39437955617904663
182,person,333,105,355,177,0.35014966130256653
182,person,244,214,281,281,0.2663719356060028
182,person,244,214,289,349,0.25648197531700134
183,person,454,470,525,609,0.8332601189613342
183,person,921,116,942,177,0.3915635049343109
183,person,333,105,355,177,0.35521313548088074
183,person,244,214,281,281,0.26903000473976135
183,person,245,214,289,349,0.2574455142021179
184,person,454,470,526,609,0.8372557163238525
184,person,921,116,942,177,0.392810195684433
184,person,333,105,355,177,0.3529093861579895
184,person,244,214,281,281,0.2666985094547272
185,person,454,470,526,609,0.8451982736587524
185,person,921,116,942,177,0.4009719491004944
185,person,333,105,355,177,0.3541437089443207
185,person,244,215,281,281,0.25023460388183594
186,person,454,470,526,609,0.8451748490333557
186,person,921,116,942,177,0.4048731327056885
186,person,333,105,355,177,0.35684868693351746
186,person,244,215,281,281,0.2543845772743225
187,person,454,470,526,609,0.838829755783081
187,person,921,116,942,177,0.3976069986820221
187,person,333,105,355,177,0.3590853214263916
187,person,244,215,281,281,0.25717854499816895
188,person,454,470,526,609,0.8343523144721985
188,person,921,116,942,177,0.39914169907569885
188,person,333,105,355,177,0.3584688603878021
188,person,244,215,281,281,0.25672873854637146
189,person,454,469,526,609,0.8195511698722839
189,person,921,116,942,177,0.40321671962738037
189,person,333,105,355,177,0.3564552962779999
189,person,244,215,281,281,0.25682762265205383
189,person,245,214,288,348,0.25142890214920044
190,person,454,469,525,609,0.8180210590362549
190,person,921,116,942,177,0.40509262681007385
190,person,333,105,355,177,0.3580918312072754
190,person,244,215,281,281,0.25855493545532227
190,person,245,214,288,348,0.2535070776939392
190,person,475,136,507,187,0.25111573934555054
191,person,454,469,525,608,0.8081752061843872
191,person,921,116,942,177,0.39734214544296265
191,person,333,105,355,177,0.35428646206855774
191,person,244,215,281,281,0.2539080083370209
192,person,454,469,525,608,0.8158963322639465
192,person,921,116,942,177,0.40407922863960266
192,person,333,105,355,177,0.3519628942012787
193,person,454,469,525,609,0.8142435550689697
193,person,921,116,942,177,0.3970053791999817
193,person,333,106,355,177,0.3496227264404297
194,person,454,469,525,608,0.8235888481140137
194,person,921,116,942,177,0.4040074050426483
194,person,333,106,355,177,0.36065950989723206
194,person,245,215,288,348,0.25201502442359924
195,person,454,470,524,609,0.813424825668335
195,person,921,116,942,177,0.40448087453842163
195,person,333,106,355,177,0.3602534830570221
195,person,245,215,288,348,0.2501426041126251
196,person,454,470,525,609,0.8184884786605835
196,person,921,116,942,177,0.39996737241744995
196,person,333,106,355,177,0.35859981179237366
196,person,245,215,289,349,0.26224395632743835
196,person,771,152,811,212,0.2580384910106659
197,person,453,469,525,608,0.8173637986183167
197,person,921,116,942,177,0.39872273802757263
197,person,333,106,355,177,0.35411208868026733
197,person,245,215,289,349,0.27551010251045227
198,person,455,469,526,608,0.8015989661216736
198,person,921,116,942,177,0.39987167716026306
198,person,333,106,355,177,0.3522990345954895
198,person,245,215,290,349,0.28022846579551697
199,person,454,469,524,608,0.7956926226615906
199,person,921,115,942,177,0.3968151807785034
199,person,333,106,355,177,0.34969019889831543
199,person,245,215,290,349,0.2793845534324646
200,person,454,469,522,608,0.801497220993042
200,person,921,115,942,177,0.3956242501735687
200,person,333,106,355,177,0.345310240983963
200,person,245,215,290,349,0.2795831263065338
200,person,772,152,812,213,0.25524890422821045
201,person,454,469,522,608,0.7984010577201843
201,person,921,115,942,177,0.3987228572368622
201,person,333,106,355,177,0.342774897813797
201,person,245,215,290,349,0.2860638499259949
201,person,772,151,812,213,0.26449596881866455
202,person,454,469,521,608,0.8126689791679382
202,person,921,115,942,177,0.3887239694595337
202,person,333,106,355,177,0.341717004776001
202,person,245,215,290,349,0.28478753566741943
202,person,772,151,812,213,0.262149840593338
203,person,454,469,521,608,0.7985074520111084
203,person,921,115,942,177,0.38974446058273315
203,person,333,106,355,177,0.34635165333747864
203,person,245,215,290,349,0.2881217896938324
203,person,772,151,812,213,0.27030935883522034
203,person,475,135,507,187,0.2517058253288269
204,person,454,470,521,608,0.7984252572059631
204,person,921,115,942,177,0.3891357183456421
204,person,333,106,355,177,0.35136809945106506
204,person,245,215,290,349,0.28695496916770935
204,person,772,151,812,213,0.2748837471008301
204,person,475,135,507,187,0.2529657185077667
205,person,454,470,521,609,0.7643605470657349
205,person,921,115,942,177,0.3929433226585388
205,person,333,106,355,177,0.35114073753356934
205,person,771,149,811,213,0.30511438846588135
205,person,245,215,290,349,0.2853949964046478
205,person,843,129,876,187,0.2573168873786926
205,person,475,135,507,187,0.25246599316596985
206,person,456,468,536,608,0.7986904382705688
206,person,921,115,942,177,0.39917585253715515
206,person,333,106,355,177,0.34521394968032837
206,person,770,149,811,212,0.30933845043182373
206,person,245,215,290,349,0.2779010832309723
206,person,843,129,876,187,0.2577524185180664
207,person,454,458,539,608,0.8227949738502502
207,person,453,472,519,609,0.4503607153892517
207,person,921,115,942,177,0.40189728140830994
207,person,333,106,355,177,0.33894044160842896
207,person,770,150,811,212,0.3032073974609375
207,person,245,215,289,349,0.2561047077178955
207,person,843,129,876,187,0.2559826970100403
208,person,454,448,537,608,0.8314753770828247
208,person,921,115,942,177,0.40085142850875854
208,person,333,106,355,177,0.33279842138290405
208,person,770,149,811,212,0.32832953333854675
208,person,453,473,522,610,0.2826194167137146
208,person,843,129,876,187,0.2598520815372467
208,person,245,215,290,349,0.2533200979232788
209,person,454,437,533,609,0.8259621858596802
209,person,921,115,942,177,0.3969697654247284
209,person,770,149,811,212,0.3317647874355316
209,person,333,105,355,177,0.30841389298439026
209,person,843,129,876,187,0.2637485861778259
209,person,245,215,289,349,0.25274592638015747
210,person,455,432,533,609,0.8247141242027283
210,person,771,148,811,212,0.3966620862483978
210,person,921,115,942,177,0.3945977985858917
210,person,333,105,355,177,0.31331804394721985
210,person,843,129,876,187,0.269060343503952
210,person,475,135,507,187,0.2526690661907196
210,person,245,215,290,349,0.2526640295982361
211,person,454,432,531,609,0.7844071984291077
211,person,771,148,811,212,0.41213861107826233
211,person,921,115,941,177,0.39474719762802124
211,person,333,105,355,177,0.3141225576400757
211,person,843,129,876,187,0.2722155749797821
211,person,245,215,290,349,0.25270169973373413
212,person,455,434,525,609,0.7643570899963379
212,person,771,148,810,212,0.41114360094070435
212,person,921,115,941,177,0.38936319947242737
212,person,333,105,355,177,0.32061827182769775
212,person,843,129,876,187,0.2679081857204437
212,person,245,215,290,349,0.25572454929351807
213,person,455,436,522,609,0.7620716691017151
213,person,921,115,941,177,0.38768813014030457
213,person,771,148,810,212,0.38489076495170593
213,person,333,105,355,177,0.3231657147407532
213,person,245,215,289,349,0.25424015522003174
214,person,455,439,521,608,0.7514233589172363
214,person,921,115,941,177,0.3890637159347534
214,person,770,148,810,212,0.35797595977783203
214,person,333,105,355,177,0.32232651114463806
214,person,245,215,289,348,0.25960901379585266
215,person,455,438,521,608,0.7678232789039612
215,person,921,115,941,177,0.389421671628952
215,person,770,148,810,212,0.37058231234550476
215,person,333,105,355,177,0.3280976116657257
215,person,245,215,290,348,0.26702186465263367
215,person,1052,125,1089,171,0.25270912051200867
216,person,456,464,521,608,0.7235022783279419
216,person,921,115,942,177,0.39265796542167664
216,person,770,148,811,213,0.379312664270401
216,person,333,105,355,177,0.323192834854126
216,person,245,215,290,348,0.26844707131385803
217,person,457,438,520,608,0.7734471559524536
217,person,921,115,942,177,0.40065455436706543
217,person,770,148,811,213,0.36425793170928955
217,person,333,105,355,177,0.31274381279945374
217,person,245,215,290,349,0.2655409574508667
217,person,1052,125,1089,170,0.25732266902923584
218,person,457,466,524,608,0.7368138432502747
218,person,921,115,942,177,0.395969033241272
218,person,771,148,811,213,0.3785792589187622
218,person,333,105,355,177,0.3103208541870117
218,person,1052,125,1089,170,0.2602960169315338
218,person,245,216,290,349,0.2598751187324524
219,person,458,476,524,607,0.7373708486557007
219,person,921,115,942,177,0.3917522132396698
219,person,771,147,810,213,0.3601255714893341
219,person,333,105,355,177,0.31063705682754517
219,person,1052,125,1089,170,0.27624189853668213
220,person,460,476,524,606,0.7774251103401184
220,person,921,115,941,177,0.390790730714798
220,person,771,148,810,213,0.33786740899086
220,person,333,105,355,177,0.31484243273735046
220,person,1052,125,1089,170,0.2768305540084839
221,person,463,475,523,606,0.7620407938957214
221,person,921,115,941,177,0.3880397379398346
221,person,771,148,810,213,0.3507024347782135
221,person,333,105,355,177,0.3083116114139557
221,person,1052,125,1089,170,0.2802058160305023
222,person,464,478,525,607,0.7586870193481445
222,person,921,115,941,177,0.39307576417922974
222,person,772,147,810,213,0.3693412244319916
222,person,333,105,355,177,0.31016167998313904
222,person,1052,125,1089,170,0.28103840351104736
223,person,465,480,525,606,0.7120850682258606
223,person,772,148,810,213,0.39719945192337036
223,person,921,115,941,177,0.3961234986782074
223,person,333,105,355,177,0.3127621114253998
223,person,1052,125,1089,170,0.2716915011405945
224,person,469,482,525,604,0.724711000919342
224,person,772,147,810,213,0.4279107451438904
224,person,921,115,941,177,0.3958975374698639
224,person,333,105,355,177,0.3109419345855713
224,person,1052,125,1089,170,0.2677740752696991
225,person,470,484,526,605,0.6763113141059875
225,person,772,147,810,213,0.4482375383377075
225,person,921,115,941,177,0.4028181731700897
225,person,333,105,355,177,0.307351291179657
225,person,1052,125,1089,170,0.2673281729221344
226,person,473,485,528,605,0.6366322636604309
226,person,772,146,809,213,0.4200715124607086
226,person,921,115,941,177,0.39444461464881897
226,person,333,105,355,177,0.30056896805763245
226,person,1052,125,1089,170,0.2630956768989563
227,person,474,484,528,605,0.631405770778656
227,person,921,116,941,177,0.40686360001564026
227,person,772,147,809,213,0.3942107558250427
227,person,333,105,355,177,0.29675981402397156
227,person,1052,125,1089,170,0.25737830996513367
228,person,475,485,529,606,0.5556756258010864
228,person,772,146,808,213,0.42642489075660706
228,person,921,116,941,177,0.41644421219825745
228,person,333,105,355,177,0.29581496119499207
228,person,1052,125,1089,170,0.25645172595977783
229,person,475,485,531,605,0.6576554179191589
229,person,772,146,807,213,0.44532790780067444
229,person,921,115,941,177,0.41707533597946167
229,person,333,105,355,177,0.30808430910110474
229,person,1052,125,1089,170,0.2549346685409546
230,person,475,487,532,606,0.6401100754737854
230,person,772,145,807,212,0.43573516607284546
230,person,921,115,941,177,0.4045805037021637
230,person,333,104,355,177,0.3189404308795929
230,person,1052,125,1089,170,0.26731666922569275
231,person,475,486,532,607,0.5838003754615784
231,person,772,145,807,212,0.43132978677749634
231,person,921,115,941,177,0.4008159935474396
231,person,333,104,355,177,0.31686580181121826
231,person,1052,125,1089,170,0.27031898498535156
232,person,475,486,533,607,0.537432849407196
232,person,921,115,941,177,0.40313100814819336
232,person,772,145,806,212,0.3946661651134491
232,person,333,104,355,177,0.321529358625412
232,person,1052,125,1089,170,0.2606855630874634
233,person,475,486,534,608,0.5093518495559692
233,person,773,145,804,211,0.4546535909175873
233,person,921,115,941,177,0.40563175082206726
233,person,333,105,355,177,0.3119103014469147
233,person,1052,125,1089,170,0.27462366223335266
234,person,476,484,534,608,0.551899254322052
234,person,773,146,805,213,0.4787611663341522
234,person,921,115,941,177,0.4031391739845276
234,person,333,104,355,177,0.3256513774394989
234,person,1052,125,1089,170,0.27243572473526
235,person,475,486,535,608,0.5884326696395874
235,person,774,146,803,213,0.5101208090782166
235,person,921,116,942,177,0.41098588705062866
235,person,333,104,355,177,0.3274039924144745
235,person,1052,125,1089,170,0.27737316489219666
236,person,475,483,536,608,0.5662328004837036
236,person,774,146,803,213,0.5616068243980408
236,person,921,116,942,177,0.42009297013282776
236,person,333,105,355,177,0.3079448342323303
236,person,1052,125,1089,170,0.2732986807823181
237,person,475,482,537,607,0.5449407696723938
237,person,774,147,803,213,0.5429195165634155
237,person,921,116,942,177,0.41751915216445923
237,person,333,105,355,177,0.3088393211364746
237,person,1052,125,1089,170,0.27193814516067505
238,person,475,479,537,607,0.6469086408615112
238,person,774,148,803,212,0.5483463406562805
238,person,921,116,942,177,0.42111727595329285
238,person,333,105,355,177,0.31505855917930603
238,person,1052,125,1089,170,0.27393263578414917
239,person,475,470,537,607,0.6630370616912842
239,person,774,148,803,212,0.5797696113586426
