frame,class,x1,y1,x2,y2,confidence
344,person,1052,125,1090,170,0.3184793293476105
344,person,333,106,355,178,0.2593683898448944
345,person,343,463,425,597,0.6495307683944702
345,person,920,115,942,179,0.5461456775665283
345,person,1052,125,1090,170,0.3233826160430908
345,person,333,106,355,178,0.2643355131149292
346,person,345,463,402,597,0.6479386687278748
346,person,920,115,942,178,0.5321493744850159
346,person,1052,125,1089,170,0.31449082493782043
346,person,333,107,355,178,0.2657584547996521
347,person,338,462,406,598,0.7119863033294678
347,person,920,115,942,178,0.5306979417800903
347,person,1052,125,1089,169,0.31305956840515137
347,person,333,108,355,178,0.252145379781723
348,person,343,462,396,600,0.6898843050003052
348,person,920,115,942,178,0.5126087665557861
348,person,1052,125,1089,170,0.30817466974258423
348,person,333,107,355,178,0.26677319407463074
349,person,315,463,390,599,0.6779713034629822
349,person,920,116,942,178,0.5156568884849548
349,person,1052,125,1089,170,0.30456051230430603
349,person,333,107,355,178,0.2819071114063263
350,person,308,463,385,597,0.7821574807167053
350,person,920,115,942,178,0.5163688659667969
350,person,1052,125,1089,169,0.3166423439979553
350,person,333,107,355,178,0.27332934737205505
351,person,313,463,381,597,0.7215813398361206
351,person,920,116,942,178,0.5013166069984436
351,person,1052,125,1089,169,0.30026423931121826
351,person,333,107,355,178,0.2709054946899414
352,person,311,461,377,597,0.7380924224853516
352,person,920,116,942,178,0.4874532222747803
352,person,1052,125,1089,170,0.2937448024749756
352,person,333,107,355,178,0.2709716558456421
353,person,306,462,374,599,0.7007283568382263
353,person,920,115,942,178,0.46490561962127686
353,person,1052,125,1089,170,0.29324063658714294
353,person,333,107,355,178,0.26984119415283203
354,person,290,461,371,599,0.7895734906196594
354,person,316,460,370,600,0.5353230834007263
354,person,920,115,942,178,0.44408681988716125
354,person,1052,124,1089,170,0.3054549992084503
354,person,333,107,355,178,0.2804747521877289
355,person,286,462,367,599,0.8057514429092407
355,person,920,116,942,178,0.46795782446861267
355,person,310,461,367,599,0.4427168667316437
355,person,1052,125,1089,170,0.29473140835762024
355,person,333,107,355,178,0.28033140301704407
355,person,840,135,871,196,0.26213762164115906
356,person,286,464,365,599,0.7918944358825684
356,person,920,116,941,178,0.48307332396507263
356,person,836,134,872,214,0.3854750692844391
356,person,1052,125,1089,170,0.295724093914032
356,person,333,107,355,178,0.28350573778152466
357,person,289,463,361,600,0.7854360938072205
357,person,920,115,942,178,0.4732855558395386
357,person,1052,125,1089,170,0.2989051938056946
357,person,333,107,355,178,0.2881341576576233
357,person,833,143,873,214,0.2741711437702179
358,person,288,463,360,600,0.7842461466789246
358,person,920,115,942,178,0.47367867827415466
358,person,829,149,873,213,0.3174121379852295
358,person,1052,125,1089,170,0.28565508127212524
358,person,333,107,355,178,0.279047429561615
359,person,286,464,360,601,0.8142794966697693
359,person,920,115,942,178,0.45077207684516907
359,person,1052,125,1090,170,0.298861026763916
359,person,333,107,355,178,0.2828789949417114
360,person,286,465,359,604,0.8093808889389038
360,person,920,115,942,178,0.433379590511322
360,person,1052,125,1089,170,0.30406180024147034
360,person,333,107,355,178,0.282196581363678
361,person,283,464,359,603,0.7643704414367676
361,person,920,115,942,178,0.4236191511154175
361,person,1052,125,1090,169,0.3029477596282959
361,person,333,107,355,178,0.28005412220954895
362,person,283,464,345,603,0.6853064894676208
362,person,920,115,942,177,0.42775774002075195
362,person,1052,125,1090,169,0.298340380191803
362,person,333,107,355,178,0.29004618525505066
362,person,812,154,868,217,0.2503747344017029
363,person,279,458,340,603,0.6581854820251465
363,person,920,115,942,178,0.44576025009155273
363,person,1052,125,1090,169,0.3030205965042114
363,person,333,107,355,178,0.2867484390735626
364,person,278,458,350,603,0.6604964733123779
364,person,920,115,942,177,0.4239743947982788
364,person,1052,125,1090,169,0.3078726828098297
364,person,333,107,355,178,0.2897379398345947
365,person,274,458,339,604,0.7222387194633484
365,person,920,115,942,177,0.41198456287384033
365,person,1052,125,1090,169,0.30913978815078735
365,person,333,107,355,178,0.2891674339771271
366,person,279,461,332,604,0.7459083199501038
366,person,920,115,942,177,0.4007866084575653
366,person,1052,125,1090,169,0.3006328046321869
366,person,333,107,355,178,0.280998557806015
367,person,278,455,329,602,0.73246169090271
367,person,920,115,942,177,0.4009663760662079
367,person,1052,125,1090,169,0.3054235875606537
367,person,333,107,355,178,0.28282055258750916
368,person,280,452,333,606,0.7954185605049133
368,person,920,115,942,177,0.3869149088859558
368,person,1052,125,1090,169,0.31656965613365173
368,person,333,107,355,178,0.29194390773773193
369,person,271,449,329,603,0.7568942904472351
369,person,920,115,942,177,0.3794308602809906
369,person,1052,125,1090,169,0.30620133876800537
369,person,333,107,355,178,0.2690427303314209
370,person,273,448,325,603,0.7426525950431824
370,person,920,114,942,177,0.3768385350704193
370,person,1052,125,1090,169,0.2933894097805023
370,person,333,107,355,178,0.27440735697746277
371,person,277,447,319,595,0.7590057849884033
371,person,796,151,825,212,0.4349789023399353
371,person,920,114,942,177,0.4167855978012085
371,person,1052,125,1090,169,0.29472535848617554
371,person,333,107,355,178,0.2784140706062317
372,person,274,447,316,595,0.7828633785247803
372,person,920,114,942,177,0.39649003744125366
372,person,796,152,822,202,0.33359867334365845
372,person,795,153,824,216,0.3012692332267761
372,person,1052,125,1090,169,0.2953439950942993
372,person,333,107,355,178,0.2754665017127991
373,person,274,445,312,601,0.5223380327224731
373,person,276,447,312,538,0.4105045199394226
373,person,920,114,942,177,0.38967353105545044
373,person,1052,125,1090,169,0.30313608050346375
373,person,333,107,355,178,0.2727647125720978
374,person,271,446,314,601,0.6488364338874817
374,person,920,113,942,177,0.3678686022758484
374,person,333,107,355,177,0.29870155453681946
374,person,1052,125,1090,169,0.2976958155632019
374,person,271,448,311,539,0.2705923020839691
375,person,268,447,316,599,0.6885007619857788
375,person,268,449,311,543,0.3952668011188507
375,person,920,113,942,177,0.38436248898506165
375,person,1052,125,1090,169,0.29775717854499817
375,person,333,107,355,177,0.2853682339191437
376,person,266,448,316,595,0.7093746066093445
376,person,266,450,312,539,0.4790904223918915
376,person,920,113,942,177,0.38539737462997437
376,person,1052,125,1090,169,0.30055999755859375
376,person,333,107,355,177,0.2843379080295563
377,person,260,448,317,588,0.6140102744102478
377,person,264,448,313,543,0.3973785936832428
377,person,920,113,942,177,0.37211844325065613
377,person,1052,125,1090,169,0.30248990654945374
377,person,333,107,355,177,0.2924244999885559
378,person,252,449,317,585,0.6479647755622864
378,person,258,449,316,554,0.39565590023994446
378,person,920,113,942,177,0.38927945494651794
378,person,771,151,807,221,0.3041972219944
378,person,333,107,355,177,0.29034745693206787
378,person,1052,125,1090,169,0.28729188442230225
379,person,251,451,318,580,0.7253111004829407
379,person,767,151,804,220,0.7198662161827087
379,person,920,113,942,177,0.3928985595703125
379,person,830,129,852,188,0.34699365496635437
379,person,333,107,355,178,0.2914429306983948
379,person,1052,125,1090,169,0.28418830037117004
380,person,764,150,802,221,0.7749115228652954
380,person,251,451,316,575,0.7537728548049927
380,person,920,114,942,177,0.398144394159317
380,person,830,130,852,188,0.33772823214530945
380,person,333,107,355,177,0.28902626037597656
380,person,1052,125,1090,169,0.2857484519481659
381,person,759,150,800,221,0.752532958984375
381,person,245,453,315,574,0.7045860290527344
381,person,920,114,942,177,0.42643752694129944
381,person,1052,125,1090,169,0.2891533374786377
381,person,333,107,355,177,0.27339497208595276
382,person,235,455,310,588,0.7248009443283081
382,person,755,152,798,221,0.6292034387588501
382,person,920,114,942,177,0.4179060459136963
382,person,1052,125,1090,169,0.294267475605011
382,person,333,107,355,177,0.27087923884391785
383,person,238,456,307,591,0.7263560891151428
383,person,754,150,798,221,0.457522988319397
383,person,920,114,942,177,0.4107007086277008
383,person,1052,125,1090,169,0.29266557097435
383,person,333,107,355,177,0.2882828712463379
384,person,237,459,305,593,0.6995011568069458
384,person,753,151,799,221,0.5448787212371826
384,person,920,114,942,177,0.4081660807132721
384,person,1052,125,1090,169,0.2922358512878418
384,person,333,107,355,178,0.28025686740875244
385,person,235,459,304,593,0.7056331634521484
385,person,754,150,799,221,0.5674312710762024
385,person,920,114,942,177,0.39694613218307495
385,person,759,151,798,208,0.3586597442626953
385,person,333,106,355,177,0.287959486246109
385,person,1052,125,1090,169,0.28489646315574646
386,person,232,462,302,594,0.6870134472846985
386,person,752,150,800,221,0.43838250637054443
386,person,920,114,942,177,0.3894195556640625
386,person,333,106,355,177,0.30145129561424255
386,person,1052,125,1090,169,0.2840179204940796
386,person,760,151,799,207,0.27333709597587585
387,person,235,464,300,594,0.7145594358444214
387,person,920,114,942,177,0.3842954635620117
387,person,751,152,799,221,0.3800016939640045
387,person,333,106,355,177,0.3117768168449402
387,person,1052,125,1089,169,0.2716231346130371
388,person,232,464,295,594,0.6691858768463135
388,person,920,114,942,177,0.37691187858581543
388,person,333,106,355,177,0.3226558268070221
388,person,1052,125,1089,169,0.2800765931606293
388,person,754,151,800,221,0.2522825598716736
389,person,226,464,293,594,0.6073538064956665
389,person,920,114,942,177,0.3924301862716675
389,person,333,106,355,177,0.32564589381217957
389,person,752,153,801,221,0.2826823592185974
389,person,1052,125,1090,169,0.27485063672065735
390,person,227,464,290,594,0.6615598201751709
390,person,920,114,942,177,0.4092014729976654
390,person,333,106,355,178,0.331365704536438
390,person,752,154,800,220,0.31363430619239807
390,person,1052,125,1089,169,0.2765231132507324
391,person,230,465,290,593,0.6496655344963074
391,person,751,157,797,222,0.45178380608558655
391,person,920,115,942,177,0.4118158519268036
391,person,333,106,355,177,0.33629584312438965
391,person,1052,125,1089,169,0.27243417501449585
392,person,216,467,289,595,0.7574872970581055
392,person,920,114,942,177,0.4006497859954834
392,person,333,106,355,177,0.3276765048503876
392,person,752,156,787,220,0.3258936405181885
392,person,1052,125,1090,169,0.2724231481552124
393,person,215,468,288,598,0.7762638926506042
393,person,920,115,941,177,0.399039089679718
393,person,333,106,355,177,0.32338792085647583
393,person,1052,125,1089,169,0.27837082743644714
394,person,214,470,287,600,0.7394136190414429
394,person,920,115,941,177,0.39930015802383423
394,person,333,106,355,177,0.32138872146606445
394,person,1052,125,1089,169,0.2785016596317291
395,person,215,472,286,597,0.7566348910331726
395,person,920,115,941,177,0.40976598858833313
395,person,333,106,355,177,0.3296821117401123
395,person,1052,125,1089,169,0.27501270174980164
396,person,215,474,285,598,0.7970055937767029
396,person,920,115,941,177,0.42494460940361023
396,person,746,162,775,217,0.3741021752357483
396,person,333,106,355,177,0.33673861622810364
396,person,1052,125,1089,169,0.27485111355781555
396,person,622,128,656,186,0.26724132895469666
397,person,215,477,283,598,0.7899500727653503
397,person,920,116,941,177,0.43115511536598206
397,person,743,165,774,218,0.430616170167923
397,person,333,106,355,177,0.3376832902431488
397,person,622,127,656,186,0.32147401571273804
397,person,1052,125,1089,169,0.2693628668785095
398,person,215,480,284,599,0.8122867345809937
398,person,920,115,941,177,0.43174248933792114
398,person,622,126,657,187,0.36074960231781006
398,person,739,166,776,223,0.3377746343612671
398,person,333,106,355,177,0.3343898355960846
398,person,1052,125,1089,169,0.2706589996814728
398,person,743,165,774,212,0.2562011778354645
399,person,215,481,284,599,0.8185545802116394
399,person,920,115,941,177,0.418713241815567
399,person,622,125,657,187,0.3713372051715851
399,person,333,106,355,177,0.33311909437179565
399,person,1052,125,1089,169,0.26853111386299133
399,person,738,166,775,223,0.2591497302055359
400,person,214,482,285,599,0.8283771276473999
400,person,622,125,658,186,0.4520362317562103
400,person,920,115,942,177,0.4133702218532562
400,person,333,106,355,177,0.33318212628364563
400,person,1052,125,1089,169,0.2584325969219208
401,person,215,482,286,598,0.828653872013092
401,person,623,124,658,186,0.44177111983299255
401,person,920,115,942,177,0.404654324054718
401,person,727,167,775,224,0.40008965134620667
401,person,333,106,355,177,0.3335178792476654
401,person,1052,125,1089,169,0.25454917550086975
402,person,215,483,288,599,0.8161910176277161
402,person,623,124,658,186,0.4351111054420471
402,person,920,115,942,177,0.4251028299331665
402,person,725,167,770,224,0.4051993787288666
402,person,333,106,355,177,0.3446221649646759
403,person,215,484,291,599,0.7846329808235168
403,person,722,168,769,226,0.5320507884025574
403,person,623,123,658,186,0.44165241718292236
403,person,920,115,942,177,0.4297817051410675
403,person,333,106,355,177,0.342019647359848
404,person,215,484,293,599,0.8080409169197083
404,person,720,168,766,225,0.7360340356826782
404,person,623,123,658,186,0.45193129777908325
404,person,920,116,942,177,0.4329945743083954
404,person,333,106,355,177,0.34519243240356445
405,person,214,483,294,599,0.7971581220626831
405,person,720,168,765,226,0.781110942363739
405,person,623,123,658,186,0.44684743881225586
405,person,920,115,942,177,0.4199579656124115
405,person,333,106,355,177,0.34636634588241577
406,person,214,482,298,599,0.7986871600151062
406,person,720,167,765,226,0.6881393194198608
406,person,624,123,658,186,0.44499480724334717
406,person,920,115,942,177,0.41633155941963196
406,person,333,106,355,177,0.3462150990962982
406,person,1052,125,1089,169,0.25421929359436035
407,person,214,482,302,599,0.8010414838790894
407,person,721,165,761,226,0.5882702469825745
407,person,624,123,658,186,0.42544132471084595
407,person,920,115,941,177,0.4161119759082794
407,person,333,107,355,177,0.3415328860282898
407,person,1052,125,1089,169,0.2570689618587494
408,person,214,484,304,599,0.7120601534843445
408,person,720,162,758,226,0.5514122247695923
408,person,624,123,658,186,0.4541666507720947
408,person,249,484,303,598,0.4379146099090576
408,person,920,115,942,177,0.4217011630535126
408,person,333,107,355,177,0.3293132781982422
408,person,1052,125,1089,169,0.25410881638526917
409,person,722,163,757,225,0.46041184663772583
409,person,624,123,657,186,0.44622528553009033
409,person,920,115,942,177,0.4105013906955719
409,person,723,161,755,210,0.3292407989501953
409,person,333,107,355,178,0.3202953636646271
409,person,252,491,308,598,0.26968252658843994
410,person,229,483,310,598,0.5056459307670593
410,person,920,115,942,177,0.4096753001213074
410,person,624,123,657,186,0.403597354888916
410,person,721,166,755,225,0.34078165888786316
410,person,333,107,355,177,0.32320618629455566
410,person,722,162,754,211,0.26772505044937134
411,person,245,480,313,597,0.8059386014938354
411,person,720,156,752,226,0.5153735876083374
411,person,624,122,657,186,0.3944506347179413
411,person,332,109,355,177,0.3810206949710846
411,person,921,115,942,176,0.3199576735496521
411,person,475,133,506,185,0.26671475172042847
411,person,242,214,280,281,0.2597702145576477
412,person,246,479,314,598,0.8017573356628418
412,person,719,159,750,223,0.4598456919193268
412,person,332,109,355,177,0.38295552134513855
412,person,624,121,656,186,0.38105812668800354
412,person,921,115,942,176,0.32375460863113403
412,person,475,133,506,185,0.26577967405319214
412,person,242,214,280,281,0.26195472478866577
413,person,253,480,317,601,0.8295011520385742
413,person,718,163,749,224,0.48347207903862
413,person,332,109,355,177,0.38448452949523926
413,person,624,121,656,186,0.3694748282432556
413,person,921,116,942,176,0.3188260793685913
413,person,242,214,280,281,0.27071186900138855
413,person,475,133,506,185,0.26689162850379944
414,person,259,479,319,599,0.7831078767776489
414,person,624,121,657,187,0.43767568469047546
414,person,716,159,749,223,0.42161500453948975
414,person,332,109,355,177,0.39084839820861816
414,person,921,116,942,176,0.32982969284057617
414,person,475,133,505,185,0.27651557326316833
414,person,242,214,280,281,0.2706385552883148
415,person,267,480,324,600,0.8225711584091187
415,person,624,121,657,187,0.4215620756149292
415,person,332,109,355,177,0.38655611872673035
415,person,713,162,749,223,0.33757850527763367
415,person,921,115,942,176,0.3322562873363495
415,person,475,133,506,185,0.27806031703948975
415,person,242,214,280,281,0.2698654234409332
416,person,273,480,327,600,0.8483442068099976
416,person,624,122,656,187,0.43310078978538513
416,person,332,109,355,177,0.39054563641548157
416,person,710,167,755,227,0.34673601388931274
416,person,921,115,942,176,0.32593756914138794
416,person,475,133,506,186,0.28366121649742126
416,person,242,214,280,281,0.2686723470687866
417,person,278,480,328,603,0.866564154624939
417,person,624,123,656,187,0.42432111501693726
417,person,332,109,355,177,0.3943234384059906
417,person,708,167,755,229,0.35949084162712097
417,person,921,115,942,176,0.32820579409599304
417,person,475,133,506,186,0.28712159395217896
417,person,242,214,280,281,0.27287355065345764
418,person,280,480,330,607,0.8739464282989502
418,person,624,122,654,184,0.4221683442592621
418,person,332,109,355,177,0.3950743079185486
418,person,698,169,751,234,0.34772491455078125
418,person,921,116,942,176,0.3334154784679413
418,person,475,133,506,186,0.28600460290908813
418,person,242,214,280,281,0.2731029689311981
419,person,283,481,333,609,0.8636164665222168
419,person,623,122,653,184,0.42253148555755615
419,person,332,109,355,177,0.3959454894065857
419,person,698,170,751,233,0.3319430351257324
419,person,921,116,942,176,0.32341304421424866
419,person,475,133,506,186,0.28813114762306213
419,person,242,214,280,280,0.26738664507865906
420,person,282,481,336,611,0.8602275848388672
420,person,623,120,653,184,0.4846361577510834
420,person,332,109,355,177,0.39554139971733093
420,person,705,171,748,231,0.3360089361667633
420,person,921,116,942,176,0.32644593715667725
420,person,475,133,506,186,0.2853989005088806
420,person,242,214,280,281,0.2662869691848755
421,person,285,481,339,610,0.8121929168701172
421,person,623,120,653,184,0.49937278032302856
421,person,332,109,355,177,0.3952164649963379
421,person,921,116,942,176,0.31898653507232666
421,person,475,133,506,186,0.28034475445747375
421,person,705,172,744,233,0.2712281048297882
421,person,242,214,280,280,0.2610808312892914
422,person,286,480,342,611,0.8282000422477722
422,person,623,120,652,185,0.5189927220344543
422,person,332,109,355,177,0.39391660690307617
422,person,921,116,942,176,0.3152430057525635
422,person,705,173,741,235,0.28538835048675537
422,person,475,133,506,186,0.27655863761901855
422,person,242,214,280,280,0.2638769745826721
423,person,286,482,346,610,0.8391044735908508
423,person,623,119,651,185,0.5483506321907043
423,person,332,109,355,177,0.3959483802318573
423,person,921,116,942,176,0.319173127412796
423,person,474,132,506,187,0.2798968255519867
423,person,243,213,280,280,0.2758336663246155
424,person,285,481,354,612,0.8440205454826355
424,person,622,119,651,185,0.5689433813095093
424,person,332,109,355,177,0.39611589908599854
424,person,921,116,942,176,0.3232630491256714
424,person,474,132,506,187,0.28383806347846985
424,person,243,213,280,280,0.27408868074417114
425,person,285,481,361,612,0.8360310196876526
425,person,622,118,651,185,0.582476794719696
425,person,332,109,355,177,0.39401400089263916
425,person,921,116,942,176,0.32617485523223877
425,person,474,132,506,187,0.28520625829696655
425,person,242,214,280,280,0.2713962495326996
425,person,703,176,735,236,0.2634972929954529
426,person,285,482,362,613,0.8501049876213074
426,person,622,118,650,185,0.5755428075790405
426,person,332,109,355,177,0.38698825240135193
426,person,921,115,942,176,0.3278917074203491
426,person,702,175,735,236,0.29999643564224243
426,person,474,132,506,187,0.2817721664905548
426,person,242,214,280,280,0.26362574100494385
427,person,287,481,365,613,0.8260791897773743
427,person,622,118,649,185,0.5896875858306885
427,person,332,109,355,177,0.38222765922546387
427,person,702,175,733,236,0.35993272066116333
427,person,921,115,942,176,0.32838618755340576
427,person,474,132,506,187,0.2796037197113037
427,person,242,214,280,280,0.26543742418289185
427,person,703,174,743,238,0.2546331286430359
428,person,288,480,367,614,0.8168194890022278
428,person,622,118,649,185,0.5902734994888306
428,person,702,176,727,236,0.5737289190292358
428,person,332,109,355,177,0.3779090344905853
428,person,921,115,942,176,0.337264746427536
428,person,474,132,506,187,0.2755953371524811
428,person,242,214,280,280,0.25855785608291626
429,person,294,479,370,615,0.8419212102890015
429,person,701,176,726,236,0.607356607913971
429,person,623,118,650,185,0.5763292908668518
429,person,332,109,355,177,0.37849119305610657
429,person,921,115,942,176,0.3214278221130371
429,person,474,132,506,187,0.27460020780563354
429,person,242,214,280,280,0.2632185220718384
430,person,304,478,374,616,0.8386302590370178
430,person,700,176,728,237,0.604182243347168
430,person,623,118,650,185,0.5737216472625732
430,person,332,109,355,177,0.380962610244751
430,person,920,115,942,176,0.31400081515312195
430,person,474,132,506,187,0.27083346247673035
430,person,243,214,280,280,0.2682306468486786
431,person,312,478,377,616,0.80367511510849
431,person,698,175,727,238,0.6797367930412292
431,person,623,118,650,185,0.5802993774414062
431,person,332,109,355,177,0.38031327724456787
431,person,921,115,942,176,0.3253527581691742
431,person,243,214,280,280,0.27101460099220276
431,person,474,132,506,187,0.2706126868724823
432,person,315,477,380,617,0.8734988570213318
432,person,697,174,725,238,0.56962651014328
432,person,623,118,650,185,0.5691712498664856
432,person,332,109,355,177,0.38182130455970764
432,person,921,115,942,176,0.3142709732055664
432,person,474,132,506,187,0.2737860381603241
432,person,243,214,280,280,0.27228114008903503
433,person,319,477,386,617,0.8546412587165833
433,person,697,174,721,238,0.5829073190689087
433,person,623,118,650,185,0.5711140036582947
433,person,332,109,355,177,0.38004374504089355
433,person,920,115,942,176,0.32128122448921204
433,person,474,132,506,187,0.2769266664981842
433,person,243,214,280,280,0.2661328911781311
434,person,320,478,389,618,0.8130316138267517
434,person,696,175,720,238,0.564861536026001
434,person,623,119,650,185,0.5526512265205383
434,person,332,109,355,177,0.3762247562408447
434,person,920,115,942,176,0.308531254529953
434,person,474,132,506,187,0.27196842432022095
434,person,243,214,280,280,0.26700714230537415
435,person,343,480,389,618,0.7885423302650452
435,person,623,119,650,185,0.5368492603302002
435,person,696,176,721,238,0.492921382188797
435,person,332,109,355,177,0.3762570917606354
435,person,921,115,942,176,0.30695289373397827
435,person,475,133,506,185,0.26838427782058716
435,person,243,214,280,280,0.2683698832988739
436,person,346,480,393,620,0.7988803386688232
436,person,624,119,650,185,0.5319594144821167
436,person,332,109,355,177,0.38048088550567627
436,person,921,115,942,176,0.30906322598457336
436,person,243,214,280,280,0.2765834927558899
436,person,475,133,505,185,0.2663933336734772
437,person,350,481,397,622,0.8202481269836426
437,person,624,119,650,185,0.5391329526901245
437,person,332,109,355,177,0.3837912678718567
437,person,921,115,942,176,0.3045670688152313
437,person,243,214,280,280,0.2745174169540405
437,person,475,133,506,185,0.2698326110839844
438,person,354,481,401,623,0.8311216235160828
438,person,624,119,650,185,0.5324323773384094
438,person,332,109,355,177,0.38412347435951233
438,person,689,178,717,237,0.3273315727710724
438,person,921,115,942,176,0.2911492884159088
438,person,243,214,280,280,0.2768290936946869
438,person,475,133,506,186,0.27033182978630066
439,person,353,483,406,622,0.8036754131317139
439,person,624,120,650,185,0.5143212676048279
439,person,689,178,715,235,0.41990992426872253
439,person,332,109,355,177,0.38833802938461304
439,person,243,214,280,280,0.279232919216156
439,person,921,115,942,176,0.2743830680847168
439,person,475,133,506,186,0.27176204323768616
440,person,361,484,409,626,0.7854403257369995
440,person,624,119,650,185,0.5245450735092163
440,person,690,177,715,236,0.41042932868003845
440,person,332,109,355,177,0.38898926973342896
440,person,921,115,942,176,0.2803199887275696
440,person,243,214,280,280,0.2767036557197571
440,person,475,133,506,186,0.2724591791629791
441,person,366,487,414,628,0.8072024583816528
441,person,624,119,650,185,0.5107365250587463
441,person,332,109,355,177,0.38908177614212036
441,person,687,175,713,235,0.34421369433403015
441,person,243,214,280,280,0.27648550271987915
441,person,475,133,506,186,0.2763391435146332
441,person,921,115,942,176,0.2712387442588806
442,person,371,489,421,630,0.8256196975708008
442,person,624,120,650,186,0.4961317777633667
442,person,332,109,355,177,0.38608989119529724
442,person,475,133,506,186,0.27601805329322815
442,person,921,115,942,176,0.27567559480667114
442,person,243,214,280,280,0.2752249240875244
443,person,373,491,423,631,0.799019455909729
443,person,624,119,650,186,0.505609393119812
443,person,332,109,355,177,0.3905087411403656
443,person,243,214,280,280,0.27757754921913147
443,person,475,133,506,186,0.2764529585838318
443,person,920,115,942,176,0.26452386379241943
444,person,375,495,425,635,0.7391596436500549
444,person,624,119,650,186,0.5129637718200684
444,person,332,109,355,177,0.38350191712379456
444,person,475,133,506,186,0.27516505122184753
444,person,243,214,280,280,0.27430224418640137
444,person,920,114,942,176,0.27072715759277344
445,person,377,496,430,637,0.6865997314453125
445,person,376,497,452,636,0.5246813297271729
445,person,624,119,650,186,0.5085804462432861
445,person,332,109,355,177,0.3759447932243347
445,person,920,115,942,176,0.27265048027038574
445,person,475,133,506,186,0.26935386657714844
445,person,243,214,280,280,0.2568804919719696
446,person,376,497,432,637,0.7430979609489441
446,person,624,119,651,186,0.5326160788536072
446,person,332,109,355,177,0.3754853308200836
446,person,673,174,710,238,0.35159018635749817
446,person,920,115,942,176,0.3024129867553711
446,person,475,133,506,186,0.27521657943725586
447,person,376,502,471,640,0.829369306564331
447,person,672,171,709,238,0.558010995388031
447,person,624,119,651,186,0.5460730791091919
447,person,332,109,355,177,0.3754275143146515
447,person,920,115,942,176,0.31036195158958435
447,person,475,133,506,186,0.2787829339504242
448,person,376,505,477,641,0.8846970200538635
448,person,671,169,706,239,0.5707526803016663
448,person,624,120,651,187,0.5623270869255066
448,person,332,109,355,177,0.37450265884399414
448,person,920,115,942,176,0.31357166171073914
448,person,475,133,506,186,0.28204429149627686
449,person,376,506,480,643,0.8882839679718018
449,person,671,166,702,239,0.5615490078926086
449,person,624,120,651,187,0.5498955845832825
449,person,332,109,355,177,0.37036943435668945
449,person,920,115,942,176,0.3264872133731842
449,person,475,133,506,186,0.28239649534225464
450,person,377,506,482,644,0.8776318430900574
450,person,670,171,699,239,0.5400128960609436
450,person,624,119,651,186,0.5322873592376709
450,person,332,109,355,177,0.37309524416923523
450,person,920,114,942,176,0.29651200771331787
450,person,475,133,506,186,0.28020381927490234
451,person,377,506,485,644,0.876518964767456
451,person,669,169,696,238,0.6346584558486938
451,person,625,120,651,185,0.516456663608551
451,person,332,109,355,177,0.37600430846214294
451,person,920,114,942,176,0.29592472314834595
451,person,475,133,506,186,0.28599607944488525
452,person,377,507,487,644,0.8691741824150085
452,person,625,120,651,185,0.49109530448913574
452,person,667,170,693,238,0.43791496753692627
452,person,332,109,355,177,0.36822301149368286
452,person,475,133,506,186,0.28000736236572266
452,person,920,114,942,176,0.27128422260284424
453,person,381,511,489,645,0.8283068537712097
453,person,625,120,651,187,0.48918813467025757
453,person,668,169,692,238,0.41938889026641846
453,person,332,109,355,177,0.3730196952819824
453,person,475,133,506,186,0.28042519092559814
453,person,920,114,942,176,0.27492398023605347
454,person,384,510,486,647,0.7405644655227661
454,person,667,169,691,238,0.5169416666030884
454,person,625,120,650,185,0.49283966422080994
454,person,332,109,355,177,0.37651526927948
454,person,920,114,942,176,0.2913919687271118
454,person,475,133,506,186,0.27538612484931946
455,person,390,512,489,647,0.738960862159729
455,person,625,120,650,185,0.5198692679405212
455,person,664,171,691,237,0.4498522877693176
455,person,332,109,355,177,0.3801330327987671
455,person,920,114,942,176,0.30924850702285767
455,person,475,133,506,186,0.2761070728302002
456,person,397,512,494,649,0.7653284072875977
456,person,659,171,691,238,0.5501413345336914
456,person,625,120,650,185,0.5331629514694214
456,person,332,109,355,177,0.382429838180542
456,person,920,114,942,176,0.32708466053009033
456,person,475,133,506,186,0.27762794494628906
457,person,406,514,501,649,0.7693174481391907
457,person,655,171,690,238,0.7292393445968628
457,person,625,120,650,185,0.5466513633728027
457,person,332,109,355,177,0.38889995217323303
457,person,920,114,942,176,0.353168785572052
457,person,475,133,506,186,0.28427839279174805
458,person,414,516,503,650,0.7580540776252747
458,person,652,168,689,239,0.6879673004150391
458,person,625,121,651,186,0.5383788347244263
458,person,332,109,355,177,0.39234915375709534
458,person,921,114,942,176,0.34991544485092163
458,person,475,133,506,186,0.2863139808177948
459,person,455,518,510,649,0.6558170318603516
459,person,647,171,688,239,0.6293901801109314
459,person,430,517,510,649,0.6034666299819946
459,person,625,121,651,186,0.5408255457878113
459,person,332,109,355,177,0.39913442730903625
459,person,920,114,942,176,0.3568439185619354
459,person,475,133,506,186,0.29267311096191406
460,person,441,519,516,651,0.7526261210441589
460,person,625,121,651,186,0.5382915735244751
460,person,646,171,687,238,0.5247108340263367
460,person,332,109,355,177,0.40572041273117065
460,person,920,114,942,176,0.3530513644218445
460,person,475,133,506,186,0.2975309491157532
460,person,1053,126,1089,169,0.2559714615345001
461,person,455,519,526,652,0.6696714758872986
461,person,625,121,651,187,0.5414602160453796
461,person,332,109,355,177,0.3994022309780121
